avgLineLength,stdDevLineLength,maxDecisionTokens,numLiteralsDensity,nestingDepth,maxDepthASTNode,branchingFactor,avgParams,stdDevNumParams,avgFunctionLength,avgIdentifierLength,nttf_Module,nttf_FunctionDef,nttf_Assign,nttf_For,nttf_Expr,nttf_arguments,nttf_Name,nttf_Call,nttf_List,nttf_Subscript,nttf_Attribute,nttf_Tuple,nttf_ListComp,nttf_comprehension,ntad_Module,ntad_FunctionDef,ntad_Assign,ntad_For,ntad_Expr,ntad_arguments,ntad_Name,ntad_Call,ntad_List,ntad_Subscript,ntad_Attribute,ntad_Tuple,ntad_ListComp,ntad_comprehension,numKeywordsDensity,def_Density,for_Density,in_Density,sloc,numVariablesDensity,numFunctionsDensity,numInputStmtsDensity,numAssignmentStmtDensity,numFunctionCallsDensity,numStatementsDensity,numClassesDensity,cyclomaticComplexity,maintainabilityIndex,ntad_DictComp,nttf_keyword,nttf_Set,nttf_ClassDef,nttf_ExceptHandler,while_Density,nttf_Starred,yield_Density,elif_Density,break_Density,nttf_While,nttf_BoolOp,nttf_Compare,class_Density,nttf_SetComp,ntad_Return,nttf_JoinedStr,nttf_UnaryOp,from_Density,nttf_Import,True_Density,nttf_FormattedValue,nttf_IfExp,is_Density,ntad_ImportFrom,ntad_Starred,ntad_Try,ntad_UnaryOp,ntad_While,pass_Density,ntad_ExceptHandler,nttf_Return,nttf_Yield,ntad_BoolOp,nttf_DictComp,import_Density,try_Density,nttf_ImportFrom,None_Density,except_Density,ntad_JoinedStr,nttf_Try,nttf_Lambda,ntad_Lambda,ntad_Compare,ntad_IfExp,nttf_arg,ntad_arg,ntad_Import,return_Density,ntad_Delete,nttf_If,ntad_GeneratorExp,nttf_GeneratorExp,not_Density,continue_Density,global_Density,ntad_ClassDef,ntad_SetComp,ntad_Yield,ntad_If,nttf_BinOp,nttf_AugAssign,ntad_FormattedValue,ntad_Dict,ntad_Set,else_Density,and_Density,if_Density,ntad_Slice,ntad_keyword,nttf_Slice,or_Density,nttf_Delete,nttf_Dict,False_Density,del_Density,lambda_Density,as_Density,ntad_AugAssign,ntad_BinOp,filename,label
26.25,18.76,6,0.5,1,9,1.82,0.0,0,0.0,4.0,1,0,7,1,1,0,36,8,0,0,1,0,0,0,0.0,0,1.86,1.0,2.0,0,4.08,3.0,0,0,5.0,0,0,0,0.33,0,0.08,0.08,12,0.67,0.0,0.17,0.58,0.67,1.0,0.0,2,60.024274120977346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,6.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2.0,4.42,human_XDS_1.py,0
19.67,8.85,7,0.71,4,10,1.78,0.0,0,0.0,2.73,1,0,2,1,4,0,26,11,0,0,1,1,0,0,0.0,0,1.5,1.0,4.5,0,5.12,4.45,0,0,5.0,3.0,0,0,0.93,0,0.07,0.07,14,0.07,0.0,0.14,0.14,0.79,0.86,0.0,9,58.87381568699042,0,0,0,0,0,0,0,0,0.07,0,0,3,7,0,0,0,0,0,0.07,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3.67,0,0.07,0,1,0,0,0,0,0,0,4.71,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0.14,0.14,0.21,0,0,0,0.07,0,0,0,0,0,0,0,8.0,human_CHRECT_2.py,0
23.5,11.71,6,0.4,3,10,1.71,2.0,0,9.0,5.33,1,1,5,2,4,1,32,12,1,1,1,0,0,0,0.0,1.0,2.6,1.5,2.75,2.0,4.81,4.0,2.0,4.0,4.0,0,0,0,0.47,0.07,0.13,0.13,15,0.33,0.07,0.13,0.33,0.8,0.93,0.0,4,60.5696616715015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,5,1,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,4.0,6.2,ai_SUBLD_2.py,1
9.25,7.97,6,0.54,2,8,1.79,0.0,0,0.0,2.92,1,0,5,1,1,0,28,8,0,1,1,0,0,0,0.0,0,1.0,1.0,1.0,0,3.14,3.0,0,3.0,5.0,0,0,0,0.31,0,0.08,0.08,13,0.38,0.0,0.15,0.38,0.62,1.0,0.0,4,60.9244082035539,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.5,3,4,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,2.0,3.0,human_P1Z2S_2.py,0
27.6,17.0,8,0.33,2,8,1.68,2.0,0,5.0,5.55,1,1,3,1,2,1,23,10,0,2,2,0,0,0,0.0,1.0,1.33,2.0,1.5,2.0,4.13,3.1,0,5.0,4.5,0,0,0,0.44,0.11,0.11,0.11,9,0.33,0.11,0.22,0.33,1.11,1.0,0.0,2,68.72521217278462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,ai_HELPVOLD_1.py,1
20.09,7.17,11,0.36,3,8,1.69,0.0,0,0.0,2.53,1,0,6,4,5,0,45,17,1,3,4,1,0,0,0.0,0,2.5,2.0,3.4,0,4.82,4.06,3.0,5.33,5.0,3.0,0,0,0.64,0,0.18,0.18,22,0.23,0.0,0.14,0.27,0.77,0.91,0.0,8,56.23820944389566,0,1,0,0,0,0,0,0,0.05,0,0,0,3,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.67,2,2,0,0,0,0.09,0,0.09,0,4.0,0,0,0,0,0,0,0,0,4.0,4.5,human_ICL1801_1.py,0
20.79,10.97,6,0.38,3,10,1.65,0.0,0,11.0,2.83,1,1,4,2,3,0,25,12,0,0,1,1,0,0,0.0,1.0,3.0,2.5,3.0,0,5.08,4.5,0,0,7.0,5.0,0,0,0.54,0.08,0.15,0.15,13,0.23,0.08,0.23,0.31,0.92,0.92,0.0,4,63.95524557187807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2,1,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,4.0,5.0,ai_CHEFBRO_2.py,1
17.17,8.79,11,0.33,3,9,1.69,0.0,0,0.0,2.79,1,0,4,2,3,0,33,15,0,1,3,1,0,0,0.0,0,2.0,1.5,2.67,0,4.55,3.93,0,4.0,5.0,3.0,0,0,0.53,0,0.13,0.13,15,0.2,0.0,0.2,0.27,1.0,0.93,0.0,5,60.679935232245086,0,0,0,0,0,0,0,0,0,0.07,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,2,2,0,0,0,0.07,0,0.13,0,0,0,0,0,0,0,0,0,0,3.0,5.5,human_AMMEAT_2.py,0
14.76,8.7,7,0.44,2,9,1.71,0.0,0,0.0,2.06,1,0,12,1,1,0,41,12,0,5,2,0,1,1,0.0,0,1.67,1.0,1.0,0,3.83,3.17,0,3.0,4.5,0,3.0,4.0,0.38,0,0.12,0.12,16,0.62,0.0,0.19,0.75,0.75,0.94,0.0,4,61.07784326401153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4,0,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,4.25,human_VILLINE_1.py,0
23.28,9.59,6,0.28,3,9,1.69,0.0,0,0.0,3.15,1,0,9,3,1,0,38,13,0,2,4,1,0,0,0.0,0,2.22,1.67,2.0,0,4.18,3.54,0,4.5,5.25,4.0,0,0,0.61,0,0.17,0.28,18,0.28,0.0,0.22,0.5,0.72,0.94,0.0,6,61.11508815272096,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,0,2,0,0,0,0.06,0,0.11,0,0,0,0,0,0,0,0,0,0,4.0,0,ai_FORGETPW_1.py,1
18.67,11.48,8,0.07,4,9,1.61,0.0,0,0.0,2.8,1,0,6,2,3,0,41,19,0,1,3,1,0,0,0.0,0,2.17,1.5,4.67,0,4.95,4.21,0,6.0,5.67,4.0,0,0,0.53,0,0.13,0.13,15,0.33,0.0,0.33,0.4,1.27,0.93,0.0,5,62.775022375539436,0,0,0,0,0,0,0,0,0.07,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.5,0,0,0,1.0,0,0,2,0,0,0,0,0,0,0,0,3.5,2,0,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,5.5,human_CLPNT_1.py,0
28.24,13.5,7,0.38,3,10,1.7,2.0,0,8.0,4.22,1,1,7,2,4,1,50,17,1,1,3,3,2,2,0.0,1.0,2.14,1.5,2.75,2.0,4.96,3.82,2.0,4.0,5.0,3.67,5.0,6.0,0.88,0.06,0.25,0.25,16,0.31,0.06,0.19,0.44,1.06,0.94,0.0,9,59.04901482206452,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2,0,0,0,0,0.06,0.06,0.19,0,0,0,0,0,0,0,0,0,0,0,8.0,ai_PERFCONT_2.py,1
27.83,19.34,17,0.2,3,9,1.64,0.0,0,0.0,3.55,1,0,4,2,3,0,43,16,0,6,2,1,3,3,0.0,0,1.0,1.5,3.0,0,4.65,3.75,0,5.67,5.0,2.0,2.0,3.0,1.1,0,0.5,0.5,10,0.3,0.0,0.2,0.4,1.6,1.0,0.0,7,70.24250234498679,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,ai_SAD_1.py,1
22.8,8.18,13,0.33,5,9,1.7,0.0,0,0.0,2.92,1,0,5,3,1,0,34,11,0,3,1,0,1,1,0.0,0,2.2,2.0,2.0,0,4.85,3.82,0,5.33,6.0,0,3.0,4.0,0.87,0,0.27,0.27,15,0.33,0.0,0.2,0.33,0.73,0.93,0.0,7,61.65990904495292,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.07,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.07,0,1,0,0,0,0,0,0,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.5,1,2,0,0,0,0.07,0,0.13,0,0,0,0,0,0,0,0,0,0,6.0,5.0,human_WEIRD2_1.py,0
24.65,10.74,6,0.31,3,9,1.67,2.0,0,8.0,4.0,1,1,6,2,5,1,40,17,1,1,5,3,0,0,0.0,1.0,2.0,1.5,2.6,2.0,4.4,3.82,2.0,4.0,5.2,3.67,0,0,0.44,0.06,0.12,0.12,16,0.25,0.06,0.19,0.38,1.06,1.0,0.0,4,65.1850551444468,0,1,0,0,0,0.06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,4.0,0,ai_DONUTS_2.py,1
22.33,7.76,6,0.33,1,8,1.61,0.0,0,0.0,2.8,1,0,4,1,1,0,18,9,0,0,2,0,0,0,0.0,0,1.75,1.0,2.0,0,3.78,3.22,0,0,5.5,0,0,0,0.33,0,0.17,0.17,6,0.67,0.0,0.33,0.67,1.5,1.0,0.0,2,74.74612759987951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,ai_TRICKYDL_1.py,1
28.96,23.29,20,0.91,6,13,1.89,1.62,1.08,2.53,4.16,1,96,151,49,45,83,1133,223,34,150,112,22,10,13,0.0,1.21,2.99,2.35,3.51,2.24,5.48,4.27,4.44,5.53,5.33,3.77,3.4,4.85,1.38,0.25,0.16,0.18,380,0.14,0.25,0.0,0.4,0.59,1.54,0.01,167,0.0,0,6,2,5,0,0.05,2,0,0.0,0.01,20,7,81,0.01,1,2.34,0,16,0.06,2,0.04,0,7,0.0,1.08,6.0,0,5.5,2.5,0.0,0,89,0,3.86,0,0.07,0,24,0.0,0,0,0,0,0,3.99,3.57,4,4.0,1.0,0.24,0,54,5.5,2,0.01,0.01,0,1.0,5.0,0,2.96,216,40,0,0,4.5,0.04,0.01,0.16,5.0,5.83,3,0.01,0,0,0.05,0,0,0.01,3.55,5.25,human_INVSMOD2_1.py,0
28.35,20.36,37,0.47,5,12,1.83,3.0,0,9.0,3.0,1,1,6,4,3,1,62,13,1,8,2,3,0,0,0.0,1.0,3.0,2.5,3.0,2.0,6.53,4.15,4.0,8.0,6.0,4.67,0,0,0.79,0.05,0.21,0.21,19,0.21,0.05,0.16,0.32,0.68,1.0,0.0,11,53.7702464752383,0,0,0,0,0,0.05,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.0,8,2,0,0,0,0,0.16,0.11,0,0,0,0,0,0,0,0,0,0,5.5,7.62,human_GARDENSQ_2.py,0
20.9,9.49,6,0.3,2,9,1.68,0.0,0,0.0,3.0,1,0,6,2,1,0,31,12,0,2,2,1,0,0,0.0,0,2.0,1.5,2.0,0,4.39,3.75,0,5.5,5.5,3.0,0,0,0.4,0,0.2,0.2,10,0.4,0.0,0.3,0.6,1.2,1.0,0.0,3,66.45196756512927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,human_ADASTAIR_2.py,0
33.25,19.31,32,0.17,3,10,1.72,0.0,0,0.0,4.07,1,0,8,2,1,0,50,15,0,8,2,0,0,0,0.0,0,2.62,1.5,2.0,0,5.44,3.87,0,6.75,6.0,0,0,0,0.58,0,0.17,0.17,12,0.58,0.0,0.33,0.67,1.25,1.0,0.0,6,60.78134967085733,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0,0,0,0,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0,0,0,5.5,ai_MOVIEWKN_1.py,1
13.67,11.09,15,0.84,2,9,1.85,0.0,0,0.0,3.5,1,0,10,1,2,0,66,24,1,10,1,6,0,0,0.0,0,2.2,1.0,3.0,0,5.26,4.71,3.0,4.1,4.0,4.0,0,0,0.44,0,0.04,0.04,25,0.24,0.0,0.08,0.4,0.96,0.96,0.0,7,52.161111321681524,0,0,0,0,0,0.08,0,0,0,0,2,0,5,0,0,0,0,0,0.04,0,0,0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0.04,0,1,0,0,0,0,0,0,3.0,0,0,0,0,0,0,3,0,0,0,0.04,0,0,0,0,2.0,7,4,0,0,0,0.04,0,0.12,0,0,0,0,0,0,0,0,0,0,2.75,5.14,human_RBTREE_2.py,0
34.0,22.42,11,0.67,3,9,1.72,0.0,0,0.0,3.08,1,0,6,1,1,0,34,11,0,2,1,2,0,0,0.0,0,2.67,1.0,2.0,0,4.79,3.73,0,5.0,6.0,5.0,0,0,1.0,0,0.17,0.17,6,0.83,0.0,0.5,1.0,1.83,1.67,0.0,5,62.96740821938142,0,0,0,0,0,0.17,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0,0,0,0,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,5.25,human_PCJ18E_2.py,0
23.69,13.72,18,0.53,5,12,1.7,1.0,0,9.0,3.36,1,1,3,2,1,1,37,14,0,0,1,0,0,2,0.0,1.0,1.67,1.5,2.0,2.0,5.92,4.5,0,0,7.0,0,0,7.5,1.13,0.07,0.27,0.4,15,0.2,0.07,0.13,0.2,0.93,1.0,0.0,9,58.51003113546636,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07,0,0,0,0,0,0,0,0,6.0,0,0,0,1.0,0.07,0,4,6.5,2,0,0,0,0,0,0,4.0,4,2,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,5.5,6.25,ai_MAANDI_2.py,1
22.67,20.25,16,0.4,3,9,1.64,1.0,0.0,3.0,4.38,1,2,2,1,1,2,27,12,0,0,0,0,0,1,0.0,1.0,1.5,2.0,1.0,2.0,5.19,4.25,0,0,0,0,0,5.0,0.9,0.2,0.2,0.2,10,0.2,0.2,0.1,0.2,1.2,1.0,0.0,4,65.53050922528692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0.2,0,1,4.0,1,0,0,0,0,0,0,3.0,3,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,4.0,5.33,ai_CHEFFED_1.py,1
22.82,11.44,6,0.3,2,11,1.71,2.0,0,3.0,3.5,1,1,4,2,3,1,30,10,1,1,2,3,0,0,0.0,1.0,1.75,1.5,2.0,2.0,4.47,3.2,2.0,4.0,4.5,3.67,0,0,0.7,0.1,0.2,0.2,10,0.2,0.1,0.2,0.4,1.0,1.0,0.0,4,65.7403121093408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,8.0,ai_GRUBAN_2.py,1
25.33,14.13,6,0.31,2,9,1.71,2.0,0,7.0,3.61,1,1,9,2,3,1,53,20,2,6,5,4,0,0,0.0,1.0,2.11,1.5,2.0,2.0,4.72,3.8,2.5,4.5,4.8,4.0,0,0,0.38,0.06,0.12,0.12,16,0.31,0.06,0.25,0.56,1.25,1.0,0.0,3,64.99322587873401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,ai_CARPTUN_2.py,1
21.43,10.91,11,1.43,2,10,1.85,0.0,0,0.0,3.25,1,0,2,1,2,0,17,8,0,0,0,0,0,0,0.0,0,1.5,1.0,3.0,0,4.94,3.88,0,0,0,0,0,0,0.86,0,0.14,0.14,7,0.29,0.0,0.29,0.29,1.14,0.86,0.0,5,66.30850508974882,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,5,0,0,0,0,0.14,0,0.14,0,0,0,0.29,0,0,0,0,0,0,0,4.8,human_CPERM_2.py,0
24.0,11.05,6,0.3,2,8,1.67,2.0,0,3.0,4.64,1,1,4,2,3,1,27,10,1,1,2,3,0,0,0.0,1.0,1.75,1.5,2.0,2.0,4.04,3.2,2.0,4.0,4.5,3.67,0,0,0.7,0.1,0.2,0.2,10,0.2,0.1,0.2,0.4,1.0,1.0,0.0,4,72.9066793577724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,ai_ICL1901_2.py,1
26.55,13.43,8,0.4,2,10,1.74,0.0,0,0.0,3.68,1,0,10,3,5,0,59,20,1,10,5,2,0,0,0.0,0,2.2,1.67,2.8,0,4.83,3.85,3.0,5.3,5.6,4.0,0,0,0.35,0,0.15,0.15,20,0.4,0.0,0.15,0.5,1.0,1.0,0.0,5,57.95452612480716,0,0,0,0,0,0.05,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.75,ai_TOURMAP_2.py,1
25.36,15.08,11,1.0,4,13,1.85,0.0,0,8.0,3.64,1,1,1,1,4,0,29,11,0,0,1,1,0,0,0.0,1.0,3.0,2.0,4.0,0,7.38,5.0,0,0,7.0,4.0,0,0,0.64,0.09,0.09,0.09,11,0.0,0.09,0.18,0.09,1.0,0.91,0.0,5,59.49045050027726,0,0,0,0,0,0,0,0,0.09,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.67,17,0,0,0,0,0.09,0,0.18,0,0,0,0,0,0,0,0,0,0,0,8.94,human_BWKNIGHT_1.py,0
24.73,11.4,16,1.13,2,8,1.8,0.0,0,0.0,2.6,1,0,8,4,1,0,55,13,0,8,0,0,4,4,0.0,0,2.25,1.75,3.0,0,4.95,3.85,0,4.62,0,0,3.25,4.25,1.07,0,0.53,0.53,15,0.27,0.0,0.13,0.53,0.87,1.0,0.0,9,56.66532761124555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,6.0,0,4,0,0,0,0,0,0,0,3.0,4.5,human_CHSQR_1.py,0
28.25,20.97,6,1.27,4,14,1.87,3.0,0,7.0,4.07,1,1,4,2,1,1,31,10,0,2,3,1,1,1,0.0,1.0,2.0,2.5,1.0,2.0,5.42,3.8,0,8.0,6.0,2.0,2.0,3.0,0.82,0.09,0.27,0.27,11,0.27,0.09,0.18,0.36,0.91,1.0,0.0,5,60.38886405020235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0.09,0,1,0,0,0,0,0,0,0,0,4.0,10,1,0,0,0,0,0,0.09,9.0,0,2,0,0,0,0,0,0,0,5.0,10.2,ai_DAILY_1.py,1
20.2,11.09,10,0.88,1,8,1.77,0.0,0,0.0,2.54,1,0,5,2,1,0,32,13,1,4,2,1,0,0,0.0,0,1.4,1.0,2.0,0,4.09,3.38,3.0,3.75,5.0,2.0,0,0,0.5,0,0.25,0.25,8,0.38,0.0,0.38,0.62,1.62,1.0,0.0,3,66.1667290393628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,human_NBONACCI_1.py,0
13.54,8.42,11,0.73,2,7,1.78,0.0,0,0.0,2.78,1,0,4,1,2,0,20,7,0,0,0,0,0,0,0.0,0,2.0,1.0,3.0,0,4.05,3.43,0,0,0,0,0,0,0.55,0,0.09,0.09,11,0.36,0.0,0.18,0.36,0.64,0.91,0.0,5,62.360774690620644,0,0,0,0,0,0.09,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,2.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3,1,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,3.0,4.0,human_CHEFLUCK_1.py,0
21.5,13.36,6,0.56,2,9,1.75,2.0,0,4.0,3.0,1,1,2,1,1,1,23,10,3,0,2,1,0,0,0.0,1.0,1.5,1.0,2.0,2.0,4.96,3.8,5.33,0,5.0,3.0,0,0,0.78,0.11,0.11,0.11,9,0.11,0.11,0.22,0.22,1.11,0.89,0.0,3,65.30685058080002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0.22,0,1,0,0,0,0,0,0,0,0,2.0,6,0,0,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,5.0,ai_KMXOR_2.py,1
27.76,13.73,21,0.25,5,10,1.73,2.0,0,12.0,4.53,1,1,7,4,3,1,48,17,2,5,2,2,0,0,0.0,1.0,2.43,2.5,3.0,2.0,5.06,4.0,3.5,6.0,5.0,4.0,0,0,0.7,0.05,0.2,0.2,20,0.25,0.05,0.15,0.35,0.85,0.95,0.0,7,59.47063548959867,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,1,0,0,0,0.05,0,0,0,0,5.0,3,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,6.0,ai_ALEXTASK_1.py,1
